CodeString,Name,Keywords,ID,MasterID
ST_length,length,"misc,raw,lengthdep",1,1
DN_mean,mean,"distribution,location,raw,locdep",2,5
DN_hmean,harmonic_mean,"distribution,location,raw,locdep",3,6
DN_median,median,"distribution,location,raw,locdep",4,8
DN_TrimmedMean_1,trimmed_mean_1,"distribution,location,raw,locdep",5,13
DN_TrimmedMean_5,trimmed_mean_5,"distribution,location,raw,locdep",6,14
DN_TrimmedMean_10,trimmed_mean_10,"distribution,location,raw,locdep",7,15
DN_TrimmedMean_25,trimmed_mean_25,"distribution,location,raw,locdep",8,16
DN_TrimmedMean_50,trimmed_mean_50,"distribution,location,raw,locdep",9,17
DN_midhinge,midhinge,"distribution,location,raw,locdep",10,9
DN_HistogramMode_5,DN_HistogramMode_5,"distribution,location",11,10
DN_HistogramMode_10,DN_HistogramMode_10,"distribution,location",12,11
DN_HistogramMode_20,DN_HistogramMode_20,"distribution,location",13,12
DN_max,maximum,"distribution",14,3
DN_min,miminmum,"distribution",15,4
DN_rms,rms,"distribution,location,raw,locdep,spreaddep",16,7
DN_burstiness.B,burstiness_Goh,"distribution,raw,locdep,spreaddep",17,2
DN_burstiness.B_Kim,burstiness_Kim,"distribution,raw,locdep,spreaddep",18,2
DN_Spread_std,standard_deviation,"distribution,spread,raw,spreaddep",19,18
DN_Spread_mad,mean_absolute_deviation,"distribution,spread,raw,spreaddep",20,19
DN_Spread_iqr,interquartile_range,"distribution,spread,raw,spreaddep",21,20
DN_Spread_mead,median_absolute_deviation,"distribution,spread,raw,spreaddep",22,21
DN_Moments_3,DN_Moments_3,"distribution,moment,shape",23,22
DN_Moments_4,DN_Moments_4,"distribution,moment,shape",24,23
DN_Moments_5,DN_Moments_5,"distribution,moment,shape",25,24
DN_Moments_6,DN_Moments_6,"distribution,moment,shape",26,25
DN_Moments_7,DN_Moments_7,"distribution,moment,shape",27,26
DN_Moments_8,DN_Moments_8,"distribution,moment,shape",28,27
DN_Moments_9,DN_Moments_9,"distribution,moment,shape",29,28
DN_Moments_10,DN_Moments_10,"distribution,moment,shape",30,29
DN_Moments_11,DN_Moments_11,"distribution,moment,shape",31,30
DN_Moments_raw_3,DN_Moments_raw_3,"distribution,moment,shape,raw,spreaddep",32,31
DN_Moments_raw_4,DN_Moments_raw_4,"distribution,moment,shape,raw,spreaddep",33,32
DN_Moments_raw_5,DN_Moments_raw_5,"distribution,moment,shape,raw,spreaddep",34,33
DN_Moments_raw_6,DN_Moments_raw_6,"distribution,moment,shape,raw,spreaddep",35,34
DN_Moments_raw_7,DN_Moments_raw_7,"distribution,moment,shape,raw,spreaddep",36,35
DN_Moments_raw_8,DN_Moments_raw_8,"distribution,moment,shape,raw,spreaddep",37,36
DN_Moments_raw_9,DN_Moments_raw_9,"distribution,moment,shape,raw,spreaddep",38,37
DN_Moments_raw_10,DN_Moments_raw_10,"distribution,moment,shape,raw,spreaddep",39,38
DN_Moments_raw_11,DN_Moments_raw_11,"distribution,moment,shape,raw,spreaddep",40,39
DN_CustomSkewness_pearson,skewness_pearson,"distribution,moment,shape,raw,locdep",41,40
DN_CustomSkewness_bowley,skewness_bowley,"distribution,moment,shape",42,41
DN_cv_1,coeff_var_1,"distribution,spread,cv,raw,locdep,spreaddep",43,83
DN_cv_2,coeff_var_2,"distribution,spread,cv,raw,locdep,spreaddep",44,84
DN_Withinp_05,DN_Withinp_05,"distribution,spread",45,42
DN_Withinp_10,DN_Withinp_10,"distribution,spread",46,43
DN_Withinp_15,DN_Withinp_15,"distribution,spread",47,44
DN_Withinp_20,DN_Withinp_20,"distribution,spread",48,45
DN_Withinp_25,DN_Withinp_25,"distribution,spread",49,46
DN_Withinp_30,DN_Withinp_30,"distribution,spread",50,47
DN_Withinp_median_05,DN_Withinp_median_05,"distribution,spread",51,48
DN_Withinp_median_10,DN_Withinp_median_10,"distribution,spread",52,49
DN_Withinp_median_15,DN_Withinp_median_15,"distribution,spread",53,50
DN_Withinp_median_20,DN_Withinp_median_20,"distribution,spread",54,51
DN_Withinp_median_25,DN_Withinp_median_25,"distribution,spread",55,52
DN_Withinp_median_30,DN_Withinp_median_30,"distribution,spread",56,53
DN_pleft_005,DN_pleft005,"distribution,spread",57,54
DN_pleft_01,DN_pleft01,"distribution,spread",58,55
DN_pleft_02,DN_pleft02,"distribution,spread",59,56
DN_pleft_03,DN_pleft03,"distribution,spread",60,57
DN_pleft_04,DN_pleft04,"distribution,spread",61,58
DN_pleft_05,DN_pleft05,"distribution,spread",62,59
DN_Quantile_1,quantile_1,"distribution",63,60
DN_Quantile_2,quantile_2,"distribution",64,61
DN_Quantile_3,quantile_3,"distribution",65,62
DN_Quantile_4,quantile_4,"distribution",66,63
DN_Quantile_5,quantile_5,"distribution",67,64
DN_Quantile_10,quantile_10,"distribution",68,65
DN_Quantile_20,quantile_20,"distribution",69,66
DN_Quantile_30,quantile_30,"distribution",70,67
DN_Quantile_40,quantile_40,"distribution",71,68
DN_Quantile_50,quantile_50,"distribution",72,69
DN_Quantile_60,quantile_60,"distribution",73,70
DN_Quantile_70,quantile_70,"distribution",74,71
DN_Quantile_80,quantile_80,"distribution",75,72
DN_Quantile_90,quantile_90,"distribution",76,73
DN_Quantile_91,quantile_91,"distribution",77,74
DN_Quantile_92,quantile_92,"distribution",78,75
DN_Quantile_93,quantile_93,"distribution",79,76
DN_Quantile_94,quantile_94,"distribution",80,77
DN_Quantile_95,quantile_95,"distribution",81,78
DN_Quantile_96,quantile_96,"distribution",82,79
DN_Quantile_97,quantile_97,"distribution",83,80
DN_Quantile_98,quantile_98,"distribution",84,81
DN_Quantile_99,quantile_99,"distribution",85,82
DN_HighLowMu,HighLowMu,"distribution,raw,locdep,spreaddep",86,85
DN_Unique,propUnique,"distribution,raw",87,86
ST_SimpleStats_zcross,ST_SimpleStats_zcross,"noisiness",88,87
DN_ProportionValues_geq0,DN_ProportionValues_geq0,"distribution,raw,locdep",91,90
DN_ProportionValues_positive,DN_ProportionValues_positive,"distribution,raw,locdep",92,91
AC_1,AC_1,"correlation",93,92
AC_2,AC_2,"correlation",94,93
AC_3,AC_3,"correlation",95,94
AC_4,AC_4,"correlation",96,95
AC_5,AC_5,"correlation",97,96
AC_6,AC_6,"correlation",98,97
AC_7,AC_7,"correlation",99,98
AC_8,AC_8,"correlation",100,99
AC_9,AC_9,"correlation",101,100
AC_10,AC_10,"correlation",102,101
AC_11,AC_11,"correlation",103,102
AC_12,AC_12,"correlation",104,103
AC_13,AC_13,"correlation",105,104
AC_14,AC_14,"correlation",106,105
AC_15,AC_15,"correlation",107,106
AC_16,AC_16,"correlation",108,107
AC_17,AC_17,"correlation",109,108
AC_18,AC_18,"correlation",110,109
AC_19,AC_19,"correlation",111,110
AC_20,AC_20,"correlation",112,111
AC_21,AC_21,"correlation",113,112
AC_22,AC_22,"correlation",114,113
AC_23,AC_23,"correlation",115,114
AC_24,AC_24,"correlation",116,115
AC_25,AC_25,"correlation",117,116
AC_26,AC_26,"correlation",118,117
AC_27,AC_27,"correlation",119,118
AC_28,AC_28,"correlation",120,119
AC_29,AC_29,"correlation",121,120
AC_30,AC_30,"correlation",122,121
AC_31,AC_31,"correlation",123,122
AC_32,AC_32,"correlation",124,123
AC_33,AC_33,"correlation",125,124
AC_34,AC_34,"correlation",126,125
AC_35,AC_35,"correlation",127,126
AC_36,AC_36,"correlation",128,127
AC_37,AC_37,"correlation",129,128
AC_38,AC_38,"correlation",130,129
AC_39,AC_39,"correlation",131,130
AC_40,AC_40,"correlation",132,131
CO_FirstZero_ac,first_zero_ac,"correlation,tau",133,132
CO_f1ecac,first_1e_ac,"correlation,tau",134,133
CO_FirstMin_ac,first_min_acf,"correlation,tau",135,134
AC_nl_12,AC_nl_12,"correlation,nonlinearautocorr",136,140
AC_nl_123,AC_nl_123,"correlation,nonlinearautocorr",137,141
AC_nl_1234,AC_nl_1234,"correlation,nonlinearautocorr",138,142
AC_nl_12345,AC_nl_12345,"correlation,nonlinearautocorr",139,143
AC_nl_123456,AC_nl_123456,"correlation,nonlinearautocorr",140,144
AC_nl_1234567,AC_nl_1234567,"correlation,nonlinearautocorr",141,145
AC_nl_12345678,AC_nl_12345678,"correlation,nonlinearautocorr",142,146
AC_nl_13,AC_nl_13,"correlation,nonlinearautocorr",143,147
AC_nl_24,AC_nl_24,"correlation,nonlinearautocorr",144,148
AC_nl_135,AC_nl_135,"correlation,nonlinearautocorr",145,149
AC_nl_246,AC_nl_246,"correlation,nonlinearautocorr",146,150
AC_nl_1357,AC_nl_1357,"correlation,nonlinearautocorr",147,151
AC_nl_2468,AC_nl_2468,"correlation,nonlinearautocorr",148,152
AC_nl_124,AC_nl_124,"correlation,nonlinearautocorr",149,153
AC_nl_134,AC_nl_134,"correlation,nonlinearautocorr",150,154
AC_nl_14,AC_nl_14,"correlation,nonlinearautocorr",151,155
AC_nl_11,AC_nl_11,"correlation,nonlinearautocorr",152,156
AC_nl_22,AC_nl_22,"correlation,nonlinearautocorr",153,157
AC_nl_33,AC_nl_33,"correlation,nonlinearautocorr",154,158
AC_nl_44,AC_nl_44,"correlation,nonlinearautocorr",155,159
AC_nl_55,AC_nl_55,"correlation,nonlinearautocorr",156,160
AC_nl_66,AC_nl_66,"correlation,nonlinearautocorr",157,161
AC_nl_011,AC_nl_011,"correlation,nonlinearautocorr",158,162
AC_nl_022,AC_nl_022,"correlation,nonlinearautocorr",159,163
AC_nl_033,AC_nl_033,"correlation,nonlinearautocorr",160,164
AC_nl_044,AC_nl_044,"correlation,nonlinearautocorr",161,165
AC_nl_055,AC_nl_055,"correlation,nonlinearautocorr",162,166
AC_nl_066,AC_nl_066,"correlation,nonlinearautocorr",163,167
AC_nl_001,AC_nl_001,"correlation,nonlinearautocorr",164,168
AC_nl_002,AC_nl_002,"correlation,nonlinearautocorr",165,169
AC_nl_003,AC_nl_003,"correlation,nonlinearautocorr",166,170
AC_nl_004,AC_nl_004,"correlation,nonlinearautocorr",167,171
AC_nl_005,AC_nl_005,"correlation,nonlinearautocorr",168,172
AC_nl_006,AC_nl_006,"correlation,nonlinearautocorr",169,173
AC_nl_012,AC_nl_012,"correlation,nonlinearautocorr",170,174
AC_nl_013,AC_nl_013,"correlation,nonlinearautocorr",171,175
AC_nl_023,AC_nl_023,"correlation,nonlinearautocorr",172,176
AC_nl_014,AC_nl_014,"correlation,nonlinearautocorr",173,177
AC_nl_024,AC_nl_024,"correlation,nonlinearautocorr",174,178
AC_nl_034,AC_nl_034,"correlation,nonlinearautocorr",175,179
AC_nl_015,AC_nl_015,"correlation,nonlinearautocorr",176,180
AC_nl_025,AC_nl_025,"correlation,nonlinearautocorr",177,181
AC_nl_035,AC_nl_035,"correlation,nonlinearautocorr",178,182
AC_nl_045,AC_nl_045,"correlation,nonlinearautocorr",179,183
AC_nl_016,AC_nl_016,"correlation,nonlinearautocorr",180,184
AC_nl_026,AC_nl_026,"correlation,nonlinearautocorr",181,185
AC_nl_036,AC_nl_036,"correlation,nonlinearautocorr",182,186
AC_nl_046,AC_nl_046,"correlation,nonlinearautocorr",183,187
AC_nl_056,AC_nl_056,"correlation,nonlinearautocorr",184,188
AC_nl_112,AC_nl_112,"correlation,nonlinearautocorr",185,189
AC_nl_113,AC_nl_113,"correlation,nonlinearautocorr",186,190
AC_nl_122,AC_nl_122,"correlation,nonlinearautocorr",187,191
AC_nl_133,AC_nl_133,"correlation,nonlinearautocorr",188,192
AC_nl_223,AC_nl_223,"correlation,nonlinearautocorr",189,193
AC_nl_233,AC_nl_233,"correlation,nonlinearautocorr",190,194
CO_RM_AMInformation_0,RM_ami_0,"information,correlation,AMI",191,195
CO_RM_AMInformation_1,RM_ami_1,"information,correlation,AMI",192,196
CO_RM_AMInformation_2,RM_ami_2,"information,correlation,AMI",193,197
CO_RM_AMInformation_3,RM_ami_3,"information,correlation,AMI",194,198
CO_RM_AMInformation_4,RM_ami_4,"information,correlation,AMI",195,199
CO_RM_AMInformation_5,RM_ami_5,"information,correlation,AMI",196,200
CO_RM_AMInformation_6,RM_ami_6,"information,correlation,AMI",197,201
CO_RM_AMInformation_7,RM_ami_7,"information,correlation,AMI",198,202
CO_RM_AMInformation_8,RM_ami_8,"information,correlation,AMI",199,203
CO_RM_AMInformation_9,RM_ami_9,"information,correlation,AMI",200,204
CO_RM_AMInformation_10,RM_ami_10,"information,correlation,AMI",201,205
CO_FirstMin_mi-gaussian,firstMin_mi-gaussian,"correlation,AMI",202,135
CO_FirstMin_mi-kraskov1_4,firstMin_mi-kraskov1_4,"correlation,AMI",203,136
CO_FirstMin_mi-kraskov2_4,firstMin_mi-kraskov2_4,"correlation,AMI",204,137
CO_FirstMin_mi-hist_5,firstMin_mi-hist_5,"correlation,AMI",205,138
CO_FirstMin_mi-hist_10,firstMin_mi-hist_10,"correlation,AMI",206,139
CO_HistogramAMI_std1_2.ami1,CO_HistogramAMI_std1_2_1,"information,correlation,AMI",207,206
CO_HistogramAMI_std1_2.ami2,CO_HistogramAMI_std1_2_2,"information,correlation,AMI",208,206
CO_HistogramAMI_std1_2.ami3,CO_HistogramAMI_std1_2_3,"information,correlation,AMI",209,206
CO_HistogramAMI_std1_2.ami4,CO_HistogramAMI_std1_2_4,"information,correlation,AMI",210,206
CO_HistogramAMI_std1_2.ami5,CO_HistogramAMI_std1_2_5,"information,correlation,AMI",211,206
CO_HistogramAMI_std1_5.ami1,CO_HistogramAMI_std1_5_1,"information,correlation,AMI",212,207
CO_HistogramAMI_std1_5.ami2,CO_HistogramAMI_std1_5_2,"information,correlation,AMI",213,207
CO_HistogramAMI_std1_5.ami3,CO_HistogramAMI_std1_5_3,"information,correlation,AMI",214,207
CO_HistogramAMI_std1_5.ami4,CO_HistogramAMI_std1_5_4,"information,correlation,AMI",215,207
CO_HistogramAMI_std1_5.ami5,CO_HistogramAMI_std1_5_5,"information,correlation,AMI",216,207
CO_HistogramAMI_std1_10.ami1,CO_HistogramAMI_std1_10_1,"information,correlation,AMI",217,208
CO_HistogramAMI_std1_10.ami2,CO_HistogramAMI_std1_10_2,"information,correlation,AMI",218,208
CO_HistogramAMI_std1_10.ami3,CO_HistogramAMI_std1_10_3,"information,correlation,AMI",219,208
CO_HistogramAMI_std1_10.ami4,CO_HistogramAMI_std1_10_4,"information,correlation,AMI",220,208
CO_HistogramAMI_std1_10.ami5,CO_HistogramAMI_std1_10_5,"information,correlation,AMI",221,208
CO_HistogramAMI_std2_2.ami1,CO_HistogramAMI_std2_2_1,"information,correlation,AMI",222,209
CO_HistogramAMI_std2_2.ami2,CO_HistogramAMI_std2_2_2,"information,correlation,AMI",223,209
CO_HistogramAMI_std2_2.ami3,CO_HistogramAMI_std2_2_3,"information,correlation,AMI",224,209
CO_HistogramAMI_std2_2.ami4,CO_HistogramAMI_std2_2_4,"information,correlation,AMI",225,209
CO_HistogramAMI_std2_2.ami5,CO_HistogramAMI_std2_2_5,"information,correlation,AMI",226,209
CO_HistogramAMI_std2_5.ami1,CO_HistogramAMI_std2_5_1,"information,correlation,AMI",227,210
CO_HistogramAMI_std2_5.ami2,CO_HistogramAMI_std2_5_2,"information,correlation,AMI",228,210
CO_HistogramAMI_std2_5.ami3,CO_HistogramAMI_std2_5_3,"information,correlation,AMI",229,210
CO_HistogramAMI_std2_5.ami4,CO_HistogramAMI_std2_5_4,"information,correlation,AMI",230,210
CO_HistogramAMI_std2_5.ami5,CO_HistogramAMI_std2_5_5,"information,correlation,AMI",231,210
CO_HistogramAMI_std2_10.ami1,CO_HistogramAMI_std2_10_1,"information,correlation,AMI",232,211
CO_HistogramAMI_std2_10.ami2,CO_HistogramAMI_std2_10_2,"information,correlation,AMI",233,211
CO_HistogramAMI_std2_10.ami3,CO_HistogramAMI_std2_10_3,"information,correlation,AMI",234,211
CO_HistogramAMI_std2_10.ami4,CO_HistogramAMI_std2_10_4,"information,correlation,AMI",235,211
CO_HistogramAMI_std2_10.ami5,CO_HistogramAMI_std2_10_5,"information,correlation,AMI",236,211
CO_HistogramAMI_even_2.ami1,CO_HistogramAMI_even_2_1,"information,correlation,AMI",237,212
CO_HistogramAMI_even_2.ami2,CO_HistogramAMI_even_2_2,"information,correlation,AMI",238,212
CO_HistogramAMI_even_2.ami3,CO_HistogramAMI_even_2_3,"information,correlation,AMI",239,212
CO_HistogramAMI_even_2.ami4,CO_HistogramAMI_even_2_4,"information,correlation,AMI",240,212
CO_HistogramAMI_even_2.ami5,CO_HistogramAMI_even_2_5,"information,correlation,AMI",241,212
CO_HistogramAMI_even_5.ami1,CO_HistogramAMI_even_5_1,"information,correlation,AMI",242,213
CO_HistogramAMI_even_5.ami2,CO_HistogramAMI_even_5_2,"information,correlation,AMI",243,213
CO_HistogramAMI_even_5.ami3,CO_HistogramAMI_even_5_3,"information,correlation,AMI",244,213
CO_HistogramAMI_even_5.ami4,CO_HistogramAMI_even_5_4,"information,correlation,AMI",245,213
CO_HistogramAMI_even_5.ami5,CO_HistogramAMI_even_5_5,"information,correlation,AMI",246,213
CO_HistogramAMI_even_10.ami1,CO_HistogramAMI_even_10_1,"information,correlation,AMI",247,214
CO_HistogramAMI_even_10.ami2,CO_HistogramAMI_even_10_2,"information,correlation,AMI",248,214
CO_HistogramAMI_even_10.ami3,CO_HistogramAMI_even_10_3,"information,correlation,AMI",249,214
CO_HistogramAMI_even_10.ami4,CO_HistogramAMI_even_10_4,"information,correlation,AMI",250,214
CO_HistogramAMI_even_10.ami5,CO_HistogramAMI_even_10_5,"information,correlation,AMI",251,214
CO_HistogramAMI_quantiles_2.ami1,CO_HistogramAMI_quantiles_2_1,"information,correlation,AMI",252,215
CO_HistogramAMI_quantiles_2.ami2,CO_HistogramAMI_quantiles_2_2,"information,correlation,AMI",253,215
CO_HistogramAMI_quantiles_2.ami3,CO_HistogramAMI_quantiles_2_3,"information,correlation,AMI",254,215
CO_HistogramAMI_quantiles_2.ami4,CO_HistogramAMI_quantiles_2_4,"information,correlation,AMI",255,215
CO_HistogramAMI_quantiles_2.ami5,CO_HistogramAMI_quantiles_2_5,"information,correlation,AMI",256,215
CO_HistogramAMI_quantiles_5.ami1,CO_HistogramAMI_quantiles_5_1,"information,correlation,AMI",257,216
CO_HistogramAMI_quantiles_5.ami2,CO_HistogramAMI_quantiles_5_2,"information,correlation,AMI",258,216
CO_HistogramAMI_quantiles_5.ami3,CO_HistogramAMI_quantiles_5_3,"information,correlation,AMI",259,216
CO_HistogramAMI_quantiles_5.ami4,CO_HistogramAMI_quantiles_5_4,"information,correlation,AMI",260,216
CO_HistogramAMI_quantiles_5.ami5,CO_HistogramAMI_quantiles_5_5,"information,correlation,AMI",261,216
CO_HistogramAMI_quantiles_10.ami1,CO_HistogramAMI_quantiles_10_1,"information,correlation,AMI",262,217
CO_HistogramAMI_quantiles_10.ami2,CO_HistogramAMI_quantiles_10_2,"information,correlation,AMI",263,217
CO_HistogramAMI_quantiles_10.ami3,CO_HistogramAMI_quantiles_10_3,"information,correlation,AMI",264,217
CO_HistogramAMI_quantiles_10.ami4,CO_HistogramAMI_quantiles_10_4,"information,correlation,AMI",265,217
CO_HistogramAMI_quantiles_10.ami5,CO_HistogramAMI_quantiles_10_5,"information,correlation,AMI",266,217
IN_AutoMutualInfoStats_40_gaussian.ami1,IN_AutoMutualInfoStats_40_gaussian_ami1,"information,correlation,AMI",267,696
IN_AutoMutualInfoStats_40_gaussian.ami2,IN_AutoMutualInfoStats_40_gaussian_ami2,"information,correlation,AMI",268,696
IN_AutoMutualInfoStats_40_gaussian.ami3,IN_AutoMutualInfoStats_40_gaussian_ami3,"information,correlation,AMI",269,696
IN_AutoMutualInfoStats_40_gaussian.ami4,IN_AutoMutualInfoStats_40_gaussian_ami4,"information,correlation,AMI",270,696
IN_AutoMutualInfoStats_40_gaussian.ami5,IN_AutoMutualInfoStats_40_gaussian_ami5,"information,correlation,AMI",271,696
IN_AutoMutualInfoStats_40_gaussian.ami6,IN_AutoMutualInfoStats_40_gaussian_ami6,"information,correlation,AMI",272,696
IN_AutoMutualInfoStats_40_gaussian.ami7,IN_AutoMutualInfoStats_40_gaussian_ami7,"information,correlation,AMI",273,696
IN_AutoMutualInfoStats_40_gaussian.ami8,IN_AutoMutualInfoStats_40_gaussian_ami8,"information,correlation,AMI",274,696
IN_AutoMutualInfoStats_40_gaussian.ami9,IN_AutoMutualInfoStats_40_gaussian_ami9,"information,correlation,AMI",275,696
IN_AutoMutualInfoStats_40_gaussian.ami10,IN_AutoMutualInfoStats_40_gaussian_ami10,"information,correlation,AMI",276,696
IN_AutoMutualInfoStats_40_gaussian.ami11,IN_AutoMutualInfoStats_40_gaussian_ami11,"information,correlation,AMI",277,696
IN_AutoMutualInfoStats_40_gaussian.ami12,IN_AutoMutualInfoStats_40_gaussian_ami12,"information,correlation,AMI",278,696
IN_AutoMutualInfoStats_40_gaussian.ami13,IN_AutoMutualInfoStats_40_gaussian_ami13,"information,correlation,AMI",279,696
IN_AutoMutualInfoStats_40_gaussian.ami14,IN_AutoMutualInfoStats_40_gaussian_ami14,"information,correlation,AMI",280,696
IN_AutoMutualInfoStats_40_gaussian.ami15,IN_AutoMutualInfoStats_40_gaussian_ami15,"information,correlation,AMI",281,696
IN_AutoMutualInfoStats_40_gaussian.ami16,IN_AutoMutualInfoStats_40_gaussian_ami16,"information,correlation,AMI",282,696
IN_AutoMutualInfoStats_40_gaussian.ami17,IN_AutoMutualInfoStats_40_gaussian_ami17,"information,correlation,AMI",283,696
IN_AutoMutualInfoStats_40_gaussian.ami18,IN_AutoMutualInfoStats_40_gaussian_ami18,"information,correlation,AMI",284,696
IN_AutoMutualInfoStats_40_gaussian.ami19,IN_AutoMutualInfoStats_40_gaussian_ami19,"information,correlation,AMI",285,696
IN_AutoMutualInfoStats_40_gaussian.ami20,IN_AutoMutualInfoStats_40_gaussian_ami20,"information,correlation,AMI",286,696
IN_AutoMutualInfoStats_40_gaussian.ami21,IN_AutoMutualInfoStats_40_gaussian_ami21,"information,correlation,AMI",287,696
IN_AutoMutualInfoStats_40_gaussian.ami22,IN_AutoMutualInfoStats_40_gaussian_ami22,"information,correlation,AMI",288,696
IN_AutoMutualInfoStats_40_gaussian.ami23,IN_AutoMutualInfoStats_40_gaussian_ami23,"information,correlation,AMI",289,696
IN_AutoMutualInfoStats_40_gaussian.ami24,IN_AutoMutualInfoStats_40_gaussian_ami24,"information,correlation,AMI",290,696
IN_AutoMutualInfoStats_40_gaussian.ami25,IN_AutoMutualInfoStats_40_gaussian_ami25,"information,correlation,AMI",291,696
IN_AutoMutualInfoStats_40_gaussian.ami26,IN_AutoMutualInfoStats_40_gaussian_ami26,"information,correlation,AMI",292,696
IN_AutoMutualInfoStats_40_gaussian.ami27,IN_AutoMutualInfoStats_40_gaussian_ami27,"information,correlation,AMI",293,696
IN_AutoMutualInfoStats_40_gaussian.ami28,IN_AutoMutualInfoStats_40_gaussian_ami28,"information,correlation,AMI",294,696
IN_AutoMutualInfoStats_40_gaussian.ami29,IN_AutoMutualInfoStats_40_gaussian_ami29,"information,correlation,AMI",295,696
IN_AutoMutualInfoStats_40_gaussian.ami30,IN_AutoMutualInfoStats_40_gaussian_ami30,"information,correlation,AMI",296,696
IN_AutoMutualInfoStats_40_gaussian.ami31,IN_AutoMutualInfoStats_40_gaussian_ami31,"information,correlation,AMI",297,696
IN_AutoMutualInfoStats_40_gaussian.ami32,IN_AutoMutualInfoStats_40_gaussian_ami32,"information,correlation,AMI",298,696
IN_AutoMutualInfoStats_40_gaussian.ami33,IN_AutoMutualInfoStats_40_gaussian_ami33,"information,correlation,AMI",299,696
IN_AutoMutualInfoStats_40_gaussian.ami34,IN_AutoMutualInfoStats_40_gaussian_ami34,"information,correlation,AMI",300,696
IN_AutoMutualInfoStats_40_gaussian.ami35,IN_AutoMutualInfoStats_40_gaussian_ami35,"information,correlation,AMI",301,696
IN_AutoMutualInfoStats_40_gaussian.ami36,IN_AutoMutualInfoStats_40_gaussian_ami36,"information,correlation,AMI",302,696
IN_AutoMutualInfoStats_40_gaussian.ami37,IN_AutoMutualInfoStats_40_gaussian_ami37,"information,correlation,AMI",303,696
IN_AutoMutualInfoStats_40_gaussian.ami38,IN_AutoMutualInfoStats_40_gaussian_ami38,"information,correlation,AMI",304,696
IN_AutoMutualInfoStats_40_gaussian.ami39,IN_AutoMutualInfoStats_40_gaussian_ami39,"information,correlation,AMI",305,696
IN_AutoMutualInfoStats_40_gaussian.ami40,IN_AutoMutualInfoStats_40_gaussian_ami40,"information,correlation,AMI",306,696
IN_AutoMutualInfoStats_40_gaussian.mami,IN_AutoMutualInfoStats_40_gaussian_mami,"information,correlation,AMI",307,696
IN_AutoMutualInfoStats_40_gaussian.stdami,IN_AutoMutualInfoStats_40_gaussian_stdami,"information,correlation,AMI",308,696
IN_AutoMutualInfoStats_40_gaussian.pextrema,IN_AutoMutualInfoStats_40_gaussian_pextrema,"information,correlation,AMI",309,696
IN_AutoMutualInfoStats_40_gaussian.fmmi,IN_AutoMutualInfoStats_40_gaussian_fmmi,"information,correlation,AMI",310,696
IN_AutoMutualInfoStats_40_gaussian.pmaxima,IN_AutoMutualInfoStats_40_gaussian_pmaxima,"information,correlation,AMI",311,696
IN_AutoMutualInfoStats_40_gaussian.pminima,IN_AutoMutualInfoStats_40_gaussian_pminima,"information,correlation,AMI",314,696
IN_AutoMutualInfoStats_40_gaussian.pcrossmean,IN_AutoMutualInfoStats_40_gaussian_pcrossmean,"information,correlation,AMI",317,696
IN_AutoMutualInfoStats_40_gaussian.pcrossmedian,IN_AutoMutualInfoStats_40_gaussian_pcrossmedian,"information,correlation,AMI",318,696
IN_AutoMutualInfoStats_40_gaussian.pcrossq10,IN_AutoMutualInfoStats_40_gaussian_pcrossq10,"information,correlation,AMI",319,696
IN_AutoMutualInfoStats_40_gaussian.pcrossq90,IN_AutoMutualInfoStats_40_gaussian_pcrossq90,"information,correlation,AMI",320,696
IN_AutoMutualInfoStats_40_gaussian.amiac1,IN_AutoMutualInfoStats_40_gaussian_amiac1,"information,correlation,AMI",321,696
IN_AutoMutualInfoStats_40_kraskov1_4.ami1,IN_AutoMutualInfoStats_40_kraskov1_4_ami1,"information,correlation,AMI",322,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami2,IN_AutoMutualInfoStats_40_kraskov1_4_ami2,"information,correlation,AMI",323,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami3,IN_AutoMutualInfoStats_40_kraskov1_4_ami3,"information,correlation,AMI",324,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami4,IN_AutoMutualInfoStats_40_kraskov1_4_ami4,"information,correlation,AMI",325,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami5,IN_AutoMutualInfoStats_40_kraskov1_4_ami5,"information,correlation,AMI",326,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami6,IN_AutoMutualInfoStats_40_kraskov1_4_ami6,"information,correlation,AMI",327,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami7,IN_AutoMutualInfoStats_40_kraskov1_4_ami7,"information,correlation,AMI",328,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami8,IN_AutoMutualInfoStats_40_kraskov1_4_ami8,"information,correlation,AMI",329,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami9,IN_AutoMutualInfoStats_40_kraskov1_4_ami9,"information,correlation,AMI",330,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami10,IN_AutoMutualInfoStats_40_kraskov1_4_ami10,"information,correlation,AMI",331,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami11,IN_AutoMutualInfoStats_40_kraskov1_4_ami11,"information,correlation,AMI",332,697
IN_AutoMutualInfoStats_40_kraskov1_4.ami12,IN_AutoMutualInfoStats_40_kraskov1_4_ami12,"information,correlation,AMI",333,697
